[2026-06-01 05:54:55,163][__main__][INFO] - Epoch 000 | train_total 0.0111 | train_normal 0.0022 | train_anomaly 0.0178 | val_total 0.0110
[2026-06-01 05:54:56,800][__main__][INFO] - Epoch 001 | train_total 0.0106 | train_normal 0.0012 | train_anomaly 0.0188 | val_total 0.0106
[2026-06-01 05:54:58,438][__main__][INFO] - Epoch 002 | train_total 0.0104 | train_normal 0.0009 | train_anomaly 0.0191 | val_total 0.0104
[2026-06-01 05:55:00,083][__main__][INFO] - Epoch 003 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0102
[2026-06-01 05:55:01,843][__main__][INFO] - Epoch 004 | train_total 0.0102 | train_normal 0.0005 | train_anomaly 0.0195 | val_total 0.0102
[2026-06-01 05:55:03,484][__main__][INFO] - Epoch 005 | train_total 0.0102 | train_normal 0.0004 | train_anomaly 0.0196 | val_total 0.0102
[2026-06-01 05:55:05,116][__main__][INFO] - Epoch 006 | train_total 0.0102 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 05:55:06,757][__main__][INFO] - Epoch 007 | train_total 0.0101 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 05:55:08,404][__main__][INFO] - Epoch 008 | train_total 0.0101 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 05:55:10,056][__main__][INFO] - Epoch 009 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 06:29:04,428][__main__][INFO] - Epoch 000 | train_total 0.0110 | train_normal 0.0020 | train_anomaly 0.0180 | val_total 0.0110
[2026-06-01 06:29:06,104][__main__][INFO] - Epoch 001 | train_total 0.0106 | train_normal 0.0011 | train_anomaly 0.0189 | val_total 0.0105
[2026-06-01 06:29:07,778][__main__][INFO] - Epoch 002 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0102
[2026-06-01 06:29:09,450][__main__][INFO] - Epoch 003 | train_total 0.0102 | train_normal 0.0005 | train_anomaly 0.0195 | val_total 0.0102
[2026-06-01 06:29:11,250][__main__][INFO] - Epoch 004 | train_total 0.0102 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 06:29:12,919][__main__][INFO] - Epoch 005 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 06:29:14,581][__main__][INFO] - Epoch 006 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 06:29:16,257][__main__][INFO] - Epoch 007 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 06:29:17,935][__main__][INFO] - Epoch 008 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 06:29:19,613][__main__][INFO] - Epoch 009 | train_total 0.0098 | train_normal 0.0003 | train_anomaly 0.0191 | val_total 0.0106
