x,y
-5.0,-10.681670345949206
-4.898989898989899,-9.771537894421664
-4.797979797979798,-10.801366947746576
-4.696969696969697,-6.081697029521095
-4.595959595959596,-6.199136477264375
-4.494949494949495,-8.768765596591798
-4.393939393939394,-4.770653021894048
-4.292929292929293,-8.466735461336308
-4.191919191919192,-7.917042685345846
-4.090909090909091,-7.701612290657252
-3.9898989898989896,-6.512781167411139
-3.888888888888889,-5.290857441349678
-3.787878787878788,-6.224835530980586
-3.686868686868687,-7.547080353037941
-3.5858585858585856,-9.034802117195811
-3.484848484848485,-5.388461568009717
-3.383838383838384,-8.369943594807342
-3.282828282828283,-8.285086763577405
-3.1818181818181817,-7.865337045047221
-3.080808080808081,-5.417037346640145
-2.9797979797979797,-1.9568714062833796
-2.878787878787879,-2.552037360551385
-2.7777777777777777,-2.2933422169763
-2.676767676767677,-3.2070865364133483
-2.5757575757575757,-7.155990137514193
-2.474747474747475,-0.18054056245187144
-2.3737373737373737,-2.0350231755424177
-2.272727272727273,-2.713779498607701
-2.1717171717171717,-3.6748073088300464
-2.070707070707071,0.04740451931775569
-1.9696969696969697,-0.8950632381689209
-1.868686868686869,0.269115525338267
-1.7676767676767677,-3.99879734585269
-1.6666666666666665,3.2875946961416824
-1.5656565656565657,-0.23433330920016104
-1.4646464646464645,3.5400323665583193
-1.3636363636363638,-1.9445314829021765
-1.2626262626262625,-1.8311981253462144
-1.1616161616161618,4.135395803444675
-1.0606060606060606,-1.068492298264653
-0.9595959595959593,1.8524836661348076
-0.858585858585859,2.936482152966495
-0.7575757575757578,2.312469121798955
-0.6565656565656566,3.2312790681675216
-0.5555555555555554,-1.2023711375752413
-0.45454545454545503,4.013797591403408
-0.3535353535353538,2.976788141952081
-0.2525252525252526,5.54537043223972
-0.15151515151515138,6.142232162499372
-0.050505050505050164,4.201809289964799
0.050505050505050164,8.61261912514131
0.15151515151515138,7.916081237858761
0.2525252525252526,5.750804004093971
0.3535353535353538,3.6783126666111396
0.45454545454545414,7.108827685956344
0.5555555555555554,4.665421433616195
0.6565656565656566,7.350846251801927
0.7575757575757578,7.502735670691747
0.8585858585858581,8.844169630356758
0.9595959595959593,5.53313633131231
1.0606060606060606,7.51723780095605
1.1616161616161618,6.7675750713523355
1.262626262626262,11.453431176270218
1.3636363636363633,7.823129083809757
1.4646464646464645,13.873951430393138
1.5656565656565657,12.324197493917694
1.666666666666667,10.96327195528711
1.7676767676767673,9.9769072808696
1.8686868686868685,11.21790306430294
1.9696969696969697,10.906434401246473
2.070707070707071,11.055217358049
2.1717171717171713,10.981667872365296
2.2727272727272725,11.471369450402939
2.3737373737373737,10.565277341306414
2.474747474747475,13.517502269865812
2.5757575757575752,13.036625552009385
2.6767676767676765,8.24264916108596
2.7777777777777777,11.87083391880358
2.878787878787879,15.899298475982082
2.9797979797979792,15.543915098135352
3.0808080808080813,11.813659749636212
3.1818181818181817,14.060503594708013
3.282828282828282,14.637889652871587
3.383838383838384,9.229124910867096
3.4848484848484844,12.520569073166673
3.5858585858585865,15.207659534545684
3.686868686868687,16.787118478556092
3.787878787878787,16.540275998554723
3.8888888888888893,15.619162304011887
3.9898989898989896,12.726445173529537
4.09090909090909,16.525803077439356
4.191919191919192,17.17049555221811
4.292929292929292,15.403491484271731
4.3939393939393945,19.90771119181087
4.494949494949495,19.22004251840139
4.595959595959595,17.548703324009118
4.696969696969697,21.147030575436386
4.797979797979798,21.07302707223473
4.8989898989899,22.232019510368062
5.0,21.633504526889073
