[2026-06-01 05:56:45,159][__main__][INFO] - Epoch 000 | train_total 0.0113 | train_normal 0.0026 | train_anomaly 0.0174 | val_total 0.0111
[2026-06-01 05:56:46,847][__main__][INFO] - Epoch 001 | train_total 0.0110 | train_normal 0.0020 | train_anomaly 0.0180 | val_total 0.0109
[2026-06-01 05:56:48,529][__main__][INFO] - Epoch 002 | train_total 0.0108 | train_normal 0.0016 | train_anomaly 0.0184 | val_total 0.0107
[2026-06-01 05:56:50,212][__main__][INFO] - Epoch 003 | train_total 0.0107 | train_normal 0.0014 | train_anomaly 0.0186 | val_total 0.0106
[2026-06-01 05:56:51,899][__main__][INFO] - Epoch 004 | train_total 0.0106 | train_normal 0.0012 | train_anomaly 0.0188 | val_total 0.0106
[2026-06-01 05:56:53,584][__main__][INFO] - Epoch 005 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0105
[2026-06-01 05:56:55,268][__main__][INFO] - Epoch 006 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0105
[2026-06-01 05:56:56,956][__main__][INFO] - Epoch 007 | train_total 0.0104 | train_normal 0.0009 | train_anomaly 0.0191 | val_total 0.0104
[2026-06-01 05:56:58,639][__main__][INFO] - Epoch 008 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 05:57:00,327][__main__][INFO] - Epoch 009 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 06:31:04,998][__main__][INFO] - Epoch 000 | train_total 0.0112 | train_normal 0.0024 | train_anomaly 0.0176 | val_total 0.0111
[2026-06-01 06:31:06,723][__main__][INFO] - Epoch 001 | train_total 0.0109 | train_normal 0.0019 | train_anomaly 0.0181 | val_total 0.0109
[2026-06-01 06:31:08,445][__main__][INFO] - Epoch 002 | train_total 0.0108 | train_normal 0.0015 | train_anomaly 0.0185 | val_total 0.0107
[2026-06-01 06:31:10,172][__main__][INFO] - Epoch 003 | train_total 0.0106 | train_normal 0.0013 | train_anomaly 0.0187 | val_total 0.0106
[2026-06-01 06:31:11,899][__main__][INFO] - Epoch 004 | train_total 0.0105 | train_normal 0.0011 | train_anomaly 0.0189 | val_total 0.0105
[2026-06-01 06:31:13,620][__main__][INFO] - Epoch 005 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0105
[2026-06-01 06:31:15,340][__main__][INFO] - Epoch 006 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 06:31:17,070][__main__][INFO] - Epoch 007 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 06:31:18,776][__main__][INFO] - Epoch 008 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 06:31:20,456][__main__][INFO] - Epoch 009 | train_total 0.0103 | train_normal 0.0006 | train_anomaly 0.0194 | val_total 0.0103
