[2026-06-01 05:56:09,085][__main__][INFO] - Epoch 000 | train_total 0.0112 | train_normal 0.0025 | train_anomaly 0.0175 | val_total 0.0111
[2026-06-01 05:56:10,759][__main__][INFO] - Epoch 001 | train_total 0.0109 | train_normal 0.0018 | train_anomaly 0.0182 | val_total 0.0108
[2026-06-01 05:56:12,413][__main__][INFO] - Epoch 002 | train_total 0.0107 | train_normal 0.0014 | train_anomaly 0.0186 | val_total 0.0106
[2026-06-01 05:56:14,077][__main__][INFO] - Epoch 003 | train_total 0.0106 | train_normal 0.0011 | train_anomaly 0.0189 | val_total 0.0105
[2026-06-01 05:56:15,882][__main__][INFO] - Epoch 004 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0104
[2026-06-01 05:56:17,532][__main__][INFO] - Epoch 005 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 05:56:19,195][__main__][INFO] - Epoch 006 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 05:56:20,849][__main__][INFO] - Epoch 007 | train_total 0.0104 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 05:56:22,493][__main__][INFO] - Epoch 008 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 05:56:24,138][__main__][INFO] - Epoch 009 | train_total 0.0103 | train_normal 0.0006 | train_anomaly 0.0194 | val_total 0.0103
[2026-06-01 05:56:27,161][__main__][INFO] - Epoch 000 | train_total 0.0112 | train_normal 0.0025 | train_anomaly 0.0175 | val_total 0.0111
[2026-06-01 05:56:28,809][__main__][INFO] - Epoch 001 | train_total 0.0109 | train_normal 0.0018 | train_anomaly 0.0182 | val_total 0.0108
[2026-06-01 05:56:30,454][__main__][INFO] - Epoch 002 | train_total 0.0107 | train_normal 0.0014 | train_anomaly 0.0186 | val_total 0.0106
[2026-06-01 05:56:32,100][__main__][INFO] - Epoch 003 | train_total 0.0106 | train_normal 0.0011 | train_anomaly 0.0189 | val_total 0.0105
[2026-06-01 05:56:33,754][__main__][INFO] - Epoch 004 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0105
[2026-06-01 05:56:35,409][__main__][INFO] - Epoch 005 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 05:56:37,053][__main__][INFO] - Epoch 006 | train_total 0.0104 | train_normal 0.0008 | train_anomaly 0.0192 | val_total 0.0104
[2026-06-01 05:56:38,716][__main__][INFO] - Epoch 007 | train_total 0.0104 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 05:56:40,514][__main__][INFO] - Epoch 008 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 05:56:42,161][__main__][INFO] - Epoch 009 | train_total 0.0103 | train_normal 0.0006 | train_anomaly 0.0194 | val_total 0.0103
[2026-06-01 06:30:27,268][__main__][INFO] - Epoch 000 | train_total 0.0112 | train_normal 0.0023 | train_anomaly 0.0177 | val_total 0.0111
[2026-06-01 06:30:29,008][__main__][INFO] - Epoch 001 | train_total 0.0108 | train_normal 0.0017 | train_anomaly 0.0183 | val_total 0.0108
[2026-06-01 06:30:30,733][__main__][INFO] - Epoch 002 | train_total 0.0106 | train_normal 0.0013 | train_anomaly 0.0187 | val_total 0.0106
[2026-06-01 06:30:32,472][__main__][INFO] - Epoch 003 | train_total 0.0105 | train_normal 0.0010 | train_anomaly 0.0190 | val_total 0.0105
