-3.086523814369749541e+00,-3.582610140036430302e+00
-2.689892848154948446e+00,-3.454441723776623174e+00
-2.684886847720750591e+00,-3.022436731640723462e+00
2.313660483617111296e+00,4.192581176270917531e+00
-3.760440002800917725e+00,-4.401125056170979377e+00
-4.286180277939971361e+00,-3.836682424589176854e+00
-1.430334013206089327e+00,-4.112938864019239915e-01
-2.013516451769326476e+00,-2.544939431037060107e+00
-3.212246673497658467e+00,-4.110331773557424739e+00
1.377936399398700384e+00,4.610804812060473878e+00
2.568500499435382167e-01,-2.666791121365021944e-01
-2.562209520843406363e+00,-2.169067914671042097e+00
-1.406162222735306333e+00,-1.363954852645582028e+00
-2.539142467856000174e+00,-1.927874155935047629e+00
3.210430775631410771e+00,1.532761166009582565e+00
2.137300574034104450e+00,2.562662492484106380e+00
1.577412476372094696e+00,3.654493937818483307e+00
-2.563382875014006412e+00,-3.368629718152003516e+00
-3.106932556586899263e+00,-3.465167308274538449e+00
4.759687994835855029e+00,2.051469309249917661e+00
1.989255575991036196e+00,3.753876071720997576e+00
5.211110840202104022e+00,5.671498979916469452e-01
-2.417850804861250147e+00,-2.586793848192428413e+00
2.159213110174278860e+00,3.574819405707025055e+00
2.845282572882006811e+00,3.524716007820821950e+00
-3.737905783083200539e+00,-3.839243331822408845e+00
2.038926640418580405e+00,3.447651709486518001e+00
-2.958940434873090553e+00,-2.927508966696672488e+00
1.712671667015619015e+00,3.656002213618593455e+00
4.299652440924583097e+00,1.655720616601212836e+00
3.334009530501744756e-01,5.223207871358712673e-01
-4.013010499178954582e+00,-3.858942126361136093e+00
2.688530691475387258e+00,3.965034078884065671e+00
2.565007859044848182e+00,3.543325552360733433e+00
-2.736296316546686924e+00,-3.195379953699496678e+00
2.353361728375276130e-01,-5.019240860409204252e-01
-2.766621004907995562e+00,-3.308068784234963200e+00
-5.905719451115633234e+00,-3.751388386294796540e+00
2.610293583196109157e+00,2.847777434142237052e+00
2.951112198703306433e+00,2.979815706923414798e+00
3.945805365459409408e+00,1.767098384827866075e+00
-1.764623098899629206e+00,-3.067052800696540960e+00
9.664207317812723019e-01,-1.196836137218015850e-02
2.937380161559072445e+00,3.124731463982844737e+00
-3.537685177264802139e+00,-3.072878523061025824e+00
2.753567156627609869e+00,4.029892821270056658e+00
-5.288824408395556453e+00,-4.647676451882380100e+00
5.562541860891679235e+00,9.044146245297701725e-02
4.345950317824677001e+00,1.820795258663124860e+00
-4.434997357850020805e+00,-3.685612546744823526e+00
-4.832931333485445791e+00,-3.469744256202920152e+00
-3.031157075913232912e+00,-3.701640165584378916e+00
1.191612418032343967e+00,3.058452424029157068e+00
3.505037254716388162e+00,1.944502387849492031e+00
-1.882849733731696285e+00,-2.696095721446531535e+00
-1.256280420051672175e+00,-1.290731367766557947e+00
-1.049234132817771226e-01,-1.719431508511273465e+00
-1.475493350269530435e+00,-9.453347039639941052e-01
-3.176193712873061514e+00,-2.998165834017005427e+00
4.558798336365021520e+00,1.647691663377601756e+00
-5.226613869356004471e+00,-4.603788757465197889e+00
-5.915028444712175926e-01,-2.022180934019830012e+00
