[2026-06-01 11:10:15,623][__main__][INFO] - Epoch 000 | train_total 0.0110 | train_normal 0.0020 | train_anomaly 0.0180 | val_total 0.0110
[2026-06-01 11:10:17,298][__main__][INFO] - Epoch 001 | train_total 0.0106 | train_normal 0.0011 | train_anomaly 0.0189 | val_total 0.0105
[2026-06-01 11:10:18,977][__main__][INFO] - Epoch 002 | train_total 0.0103 | train_normal 0.0007 | train_anomaly 0.0193 | val_total 0.0102
[2026-06-01 11:10:20,653][__main__][INFO] - Epoch 003 | train_total 0.0102 | train_normal 0.0005 | train_anomaly 0.0195 | val_total 0.0102
[2026-06-01 11:10:22,449][__main__][INFO] - Epoch 004 | train_total 0.0102 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 11:10:24,114][__main__][INFO] - Epoch 005 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 11:10:25,788][__main__][INFO] - Epoch 006 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 11:10:27,477][__main__][INFO] - Epoch 007 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 11:10:29,162][__main__][INFO] - Epoch 008 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 11:10:30,846][__main__][INFO] - Epoch 009 | train_total 0.0098 | train_normal 0.0003 | train_anomaly 0.0191 | val_total 0.0106
[2026-06-01 11:10:32,537][__main__][INFO] - Epoch 010 | train_total 0.0092 | train_normal 0.0002 | train_anomaly 0.0180 | val_total 0.0111
[2026-06-01 11:10:34,222][__main__][INFO] - Epoch 011 | train_total 0.0089 | train_normal 0.0001 | train_anomaly 0.0176 | val_total 0.0119
[2026-06-01 11:10:35,909][__main__][INFO] - Epoch 012 | train_total 0.0090 | train_normal 0.0004 | train_anomaly 0.0174 | val_total 0.0121
[2026-06-01 11:10:37,593][__main__][INFO] - Epoch 013 | train_total 0.0110 | train_normal 0.0024 | train_anomaly 0.0171 | val_total 0.0119
[2026-06-01 11:10:39,285][__main__][INFO] - Epoch 014 | train_total 0.0100 | train_normal 0.0003 | train_anomaly 0.0193 | val_total 0.0103
[2026-06-01 11:10:40,971][__main__][INFO] - Epoch 015 | train_total 0.0100 | train_normal 0.0001 | train_anomaly 0.0199 | val_total 0.0100
[2026-06-01 11:10:42,657][__main__][INFO] - Epoch 016 | train_total 0.0100 | train_normal 0.0001 | train_anomaly 0.0199 | val_total 0.0100
[2026-06-01 11:10:44,345][__main__][INFO] - Epoch 017 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 11:10:46,069][__main__][INFO] - Epoch 018 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 11:10:47,965][__main__][INFO] - Epoch 019 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 11:10:49,680][__main__][INFO] - Epoch 020 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 11:10:51,395][__main__][INFO] - Epoch 021 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
