[2026-06-01 05:55:32,795][__main__][INFO] - Epoch 000 | train_total 0.0108 | train_normal 0.0015 | train_anomaly 0.0185 | val_total 0.0104
[2026-06-01 05:55:34,504][__main__][INFO] - Epoch 001 | train_total 0.0102 | train_normal 0.0005 | train_anomaly 0.0195 | val_total 0.0102
[2026-06-01 05:55:36,185][__main__][INFO] - Epoch 002 | train_total 0.0101 | train_normal 0.0003 | train_anomaly 0.0197 | val_total 0.0101
[2026-06-01 05:55:37,866][__main__][INFO] - Epoch 003 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0101
[2026-06-01 05:55:39,577][__main__][INFO] - Epoch 004 | train_total 0.0101 | train_normal 0.0001 | train_anomaly 0.0199 | val_total 0.0101
[2026-06-01 05:55:41,275][__main__][INFO] - Epoch 005 | train_total 0.0100 | train_normal 0.0001 | train_anomaly 0.0199 | val_total 0.0100
[2026-06-01 05:55:42,953][__main__][INFO] - Epoch 006 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 05:55:44,681][__main__][INFO] - Epoch 007 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 05:55:46,373][__main__][INFO] - Epoch 008 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 05:55:48,064][__main__][INFO] - Epoch 009 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:42,684][__main__][INFO] - Epoch 000 | train_total 0.0107 | train_normal 0.0013 | train_anomaly 0.0187 | val_total 0.0103
[2026-06-01 06:29:44,364][__main__][INFO] - Epoch 001 | train_total 0.0101 | train_normal 0.0002 | train_anomaly 0.0198 | val_total 0.0100
[2026-06-01 06:29:46,037][__main__][INFO] - Epoch 002 | train_total 0.0100 | train_normal 0.0001 | train_anomaly 0.0199 | val_total 0.0100
[2026-06-01 06:29:47,718][__main__][INFO] - Epoch 003 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:49,401][__main__][INFO] - Epoch 004 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:51,080][__main__][INFO] - Epoch 005 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:52,773][__main__][INFO] - Epoch 006 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:54,473][__main__][INFO] - Epoch 007 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:56,169][__main__][INFO] - Epoch 008 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
[2026-06-01 06:29:57,897][__main__][INFO] - Epoch 009 | train_total 0.0100 | train_normal 0.0000 | train_anomaly 0.0200 | val_total 0.0100
